,,,,,,,,
,PURCHASE SCHEDULE (grouped by supplier),,,,,,,
,13369,,02/11/24,4100,,02/10  03/10 container ex dorando rd to noel pearce drive and move product on site,1.00,Y
,,,,,,,,
,Bunnings Limited,,,,,,,
,13287,,23/10/24,4130,,Command Hook Wire,2.00,Y
,13287,,23/10/24,4130,,Command Hook Deco,3.00,Y
,13287,,23/10/24,4130,,Safety flags,1.00,Y
,,,,,,,,
,C&H Consulting Limited,,,,,,,
,11945,,01/05/24,3240,,Prelim Design/Loadings and Framing Layouts/Roof and Midfloor Framing Design and Markups/Post Fire Framing Design and Correspondence,1.00,Y
,12160,,31/05/24,3240,,Bracing Design / Foundation Design and Markups / Retaining Wall Design and Details,1.00,Y
,12359,,27/06/24,3240,,Wingwall Framing Design and Details Structural Steelwork Details Lot 15 Framing Design Updates and Markup,1.00,Y
,12632,,01/08/24,3240,,Various Correspondence and Design Markups Review and Markup of BC Plans Collate Building Consent Documentation,1.00,Y
,12897,,30/08/24,3240,,Retaining Wall Inspection & travel 17/10/24,1.00,Y
,13573,,28/11/24,3240,,Lot 14 & 15 Footing Inspection 5-11-24,1.00,Y
,13573,,28/11/24,3240,,Lots 16-21 Footing Inspection 11-11-24,1.00,Y
,13573,,28/11/24,3240,,Lots 14-16 Blockwork Inspection 13-11-24,1.00,Y
,13573,,28/11/24,3240,,Lots 17-21 Blockwork Inspection 21-11-24,1.00,Y
,13573,,28/11/24,3240,,Travel,96.00,Y
,13750,,20/12/24,3240,,Slab Inspection Lots 14-17 09/12 Lots 18-21 16/12 & travel,2.00,Y
,12359,,27/06/24,3225,,Fire Safety Report and Plan Markups,1.00,Y
,,,,,,,,
,Carters Building Supplies Limited,,,,,,,
,12491,,15/07/24,3120,,"GF-1408010-C2. LOT 15, 1 MAHAR 1.00 150.00 EACH Nett 150.00 A PAI ROAD, HOBSONVILLE,",1.00,Y
,12491,,15/07/24,3120,,"GF-1408010-C3 BLOCK 6, LOTS 14 1.00 1,350.00 EACH Nett 1,350.00 -21 1 MAHARA PAI ROAD",1.00,Y
,,,,,,,,
,Chesters Plumbing and Bathroom Centre Limited,,,,,,,
,13580,,29/11/24,5216,,Lot 16 - Elementi Uno Etch Shower Mixer Mains Pressure Brushed Nickel,2.00,N
,13585,,29/11/24,5216,,Lot 17 - Elementi Uno Etch Shower Mixer Mains Pressure Brushed Nickel,2.00,N
,13585,,29/11/24,5216,,Lot 17 - Elementi Uno Etch Bath Mixer and Spout Wall Mounted Brushed Nickel,1.00,N
,13580,,29/11/24,5216,,Lot 16 - Elementi Uno Etch Bath Mixer and Spout Wall Mounted Brushed Nickel,1.00,N
,13586,,29/11/24,5216,,Lot 18 - Elementi Uno Etch Shower Mixer Mains Pressure Brushed Nickel,2.00,N
,13586,,29/11/24,5216,,Lot 18 - Elementi Uno Etch Bath Mixer and Spout Wall Mounted Brushed Nickel,1.00,N
,13587,,29/11/24,5216,,Lot 19 - Elementi Uno Etch Shower Mixer Mains Pressure Brushed Nickel,2.00,N
,13587,,29/11/24,5216,,Lot 19 - Elementi Uno Etch Bath Mixer and Spout Wall Mounted Brushed Nickel,1.00,N
,13588,,29/11/24,5216,,Lot 20 - Elementi Uno Etch Shower Mixer Mains Pressure Brushed Nickel,2.00,N
,13588,,29/11/24,5216,,Lot 20 - Elementi Uno Etch Bath Mixer and Spout Wall Mounted Brushed Nickel,1.00,N
,13589,,29/11/24,5216,,Lot 21 - Elementi Uno Etch Shower Mixer Mains Pressure Brushed Nickel,2.00,N
,13589,,29/11/24,5216,,Lot 21 - Elementi Uno Etch Bath Mixer and Spout Wall Mounted Brushed Nickel,1.00,N
,13590,,29/11/24,5216,,Lot 14 - Elementi Uno Etch Shower Mixer Mains Pressure Brushed Nickel,1.00,N
,13591,,29/11/24,5216,,Lot 15 - Elementi Uno Etch Shower Mixer Mains Pressure Brushed Nickel,1.00,N
,13592,,29/11/24,5216,,"Elementi Pop Up Waste with Overflow Brushed Nickel, 32mm",3.00,N
,13592,,29/11/24,5216,,Elementi Uno Etch Basin Mixer Brushed Nickel,3.00,N
,13592,,29/11/24,5216,,"Elementi Otto Back to Wall Bath White, 1700x750mm",1.00,N
,13592,,29/11/24,5216,,BI Elementi Magra Toilet Roll Holder - Brushed Nickel - 60611.04,3.00,N
,13592,,29/11/24,5216,,"Lot 16 - Elementi Splash Plus Slide Shower 3 Function Round Brushed Nickel, 900mm Rail",1.00,N
,13592,,29/11/24,5216,,Lot 16 - Elementi Splash Plus Column Shower 3 Function Round Brushed Nickel,1.00,N
,13592,,29/11/24,5216,,"Elementi Bath Waste Top Fix Matt White, 40mm",1.00,N
,13592,,29/11/24,5216,,Elementi Uno Back to Wall Toilet Suite White,3.00,N
,13592,,29/11/24,5216,,Elementi Uno Kitchen Mixer Gooseneck Brushed Nickel,1.00,N
,13592,,29/11/24,5216,,Elementi Uno Kitchen Mixer Pull Out Spray Brushed Nickel,1.00,N
,13592,,29/11/24,5216,,Insinkerator Waste Disposal with Air Switch Model 56,1.00,N
,13592,,29/11/24,5216,,Insinkerator Sink Flange Brushed Stainless Steel,1.00,N
,13592,,29/11/24,5216,,Insinkerator Air Switch Cover Brushed Steel,1.00,N
,13592,,29/11/24,5216,,Insinkerator Waste Disposal Plug Brushed Stainless Steel,1.00,N
,13592,,29/11/24,5216,,BI Elementi Magra Towel Rail 300mm - Brushed Nickel - 60613.04,1.00,N
,13592,,29/11/24,5216,,"Rheem MP Vitreous Enamel HWC 1710mmx490mm 3kW, 180L",1.00,N
,13592,,29/11/24,5216,,"RMC Combo Pack MP, 20mm",1.00,N
,13592,,29/11/24,5216,,Cylinder Quick Kit-Pearl White - Aqualine NZ,1.00,N
,13609,,02/12/24,5216,,"Elementi Pop Up Waste with Overflow Brushed Nickel, 32mm",3.00,N
,13609,,02/12/24,5216,,Elementi Uno Etch Basin Mixer Brushed Nickel,3.00,N
,13609,,02/12/24,5216,,"Elementi Otto Back to Wall Bath White, 1700x750mm",1.00,N
,13609,,02/12/24,5216,,BI Elementi Magra Toilet Roll Holder - Brushed Nickel - 60611.04,3.00,N
,13609,,02/12/24,5216,,"Elementi Splash Plus Slide Shower 3 Function Round Brushed Nickel, 900mm Rail",1.00,N
,13609,,02/12/24,5216,,Elementi Splash Plus Column Shower 3 Function Round Brushed Nickel,1.00,N
,13609,,02/12/24,5216,,"Elementi Bath Waste Top Fix Matt White, 40mm",1.00,N
,13609,,02/12/24,5216,,Elementi Uno Back to Wall Toilet Suite White,3.00,N
,13609,,02/12/24,5216,,Elementi Uno Kitchen Mixer Gooseneck Brushed Nickel,1.00,N
,13609,,02/12/24,5216,,Elementi Uno Kitchen Mixer Pull Out Spray Brushed Nickel,1.00,N
,13609,,02/12/24,5216,,Insinkerator Waste Disposal with Air Switch Model 56,1.00,N
,13609,,02/12/24,5216,,Insinkerator Sink Flange Brushed Stainless Steel,1.00,N
,13609,,02/12/24,5216,,Insinkerator Air Switch Cover Brushed Steel,1.00,N
,13609,,02/12/24,5216,,Insinkerator Waste Disposal Plug Brushed Stainless Steel,1.00,N
,13609,,02/12/24,5216,,BI Elementi Magra Towel Rail 300mm - Brushed Nickel - 60613.04,1.00,N
,13609,,02/12/24,5216,,"Rheem MP Vitreous Enamel HWC 1710mmx490mm 3kW, 180L",1.00,N
,13609,,02/12/24,5216,,"RMC Combo Pack MP, 20mm",1.00,N
,13609,,02/12/24,5216,,Cylinder Quick Kit-Pearl White - Aqualine NZ,1.00,N
,13610,,02/12/24,5216,,"Elementi Pop Up Waste with Overflow Brushed Nickel, 32mm",3.00,N
,13610,,02/12/24,5216,,Elementi Uno Etch Basin Mixer Brushed Nickel,3.00,N
,13610,,02/12/24,5216,,"Elementi Otto Back to Wall Bath White, 1700x750mm",1.00,N
,13610,,02/12/24,5216,,BI Elementi Magra Toilet Roll Holder - Brushed Nickel - 60611.04,3.00,N
,13610,,02/12/24,5216,,"Elementi Splash Plus Slide Shower 3 Function Round Brushed Nickel, 900mm Rail",1.00,N
,13610,,02/12/24,5216,,Elementi Splash Plus Column Shower 3 Function Round Brushed Nickel,1.00,N
,13610,,02/12/24,5216,,"Elementi Bath Waste Top Fix Matt White, 40mm",1.00,N
,13610,,02/12/24,5216,,Elementi Uno Back to Wall Toilet Suite White,3.00,N
,13610,,02/12/24,5216,,Elementi Uno Kitchen Mixer Gooseneck Brushed Nickel,1.00,N
,13610,,02/12/24,5216,,Elementi Uno Kitchen Mixer Pull Out Spray Brushed Nickel,1.00,N
,13610,,02/12/24,5216,,Insinkerator Waste Disposal with Air Switch Model 56,1.00,N
,13610,,02/12/24,5216,,Insinkerator Sink Flange Brushed Stainless Steel,1.00,N
,13610,,02/12/24,5216,,Insinkerator Air Switch Cover Brushed Steel,1.00,N
,13610,,02/12/24,5216,,Insinkerator Waste Disposal Plug Brushed Stainless Steel,1.00,N
,13610,,02/12/24,5216,,BI Elementi Magra Towel Rail 300mm - Brushed Nickel - 60613.04,1.00,N
,13610,,02/12/24,5216,,"Rheem MP Vitreous Enamel HWC 1710mmx490mm 3kW, 180L",1.00,N
,13610,,02/12/24,5216,,"RMC Combo Pack MP, 20mm",1.00,N
,13610,,02/12/24,5216,,Cylinder Quick Kit-Pearl White - Aqualine NZ,1.00,N
,13611,,02/12/24,5216,,"Elementi Pop Up Waste with Overflow Brushed Nickel, 32mm",3.00,N
,13611,,02/12/24,5216,,Elementi Uno Etch Basin Mixer Brushed Nickel,3.00,N
,13611,,02/12/24,5216,,"Elementi Otto Back to Wall Bath White, 1700x750mm",1.00,N
,13611,,02/12/24,5216,,BI Elementi Magra Toilet Roll Holder - Brushed Nickel - 60611.04,3.00,N
,13611,,02/12/24,5216,,"Elementi Splash Plus Slide Shower 3 Function Round Brushed Nickel, 900mm Rail",1.00,N
,13611,,02/12/24,5216,,Elementi Splash Plus Column Shower 3 Function Round Brushed Nickel,1.00,N
,13611,,02/12/24,5216,,"Elementi Bath Waste Top Fix Matt White, 40mm",1.00,N
,13611,,02/12/24,5216,,Elementi Uno Back to Wall Toilet Suite White,3.00,N
,13611,,02/12/24,5216,,Elementi Uno Kitchen Mixer Gooseneck Brushed Nickel,1.00,N
,13611,,02/12/24,5216,,Elementi Uno Kitchen Mixer Pull Out Spray Brushed Nickel,1.00,N
,13611,,02/12/24,5216,,Insinkerator Waste Disposal with Air Switch Model 56,1.00,N
,13611,,02/12/24,5216,,Insinkerator Sink Flange Brushed Stainless Steel,1.00,N
,13611,,02/12/24,5216,,Insinkerator Air Switch Cover Brushed Steel,1.00,N
,13611,,02/12/24,5216,,Insinkerator Waste Disposal Plug Brushed Stainless Steel,1.00,N
,13611,,02/12/24,5216,,BI Elementi Magra Towel Rail 300mm - Brushed Nickel - 60613.04,1.00,N
,13611,,02/12/24,5216,,"Rheem MP Vitreous Enamel HWC 1710mmx490mm 3kW, 180L",1.00,N
,13611,,02/12/24,5216,,"RMC Combo Pack MP, 20mm",1.00,N
,13611,,02/12/24,5216,,Cylinder Quick Kit-Pearl White - Aqualine NZ,1.00,N
,13612,,02/12/24,5216,,"Elementi Pop Up Waste with Overflow Brushed Nickel, 32mm",3.00,N
,13612,,02/12/24,5216,,Elementi Uno Etch Basin Mixer Brushed Nickel,3.00,N
,13612,,02/12/24,5216,,"Elementi Otto Back to Wall Bath White, 1700x750mm",1.00,N
,13612,,02/12/24,5216,,BI Elementi Magra Toilet Roll Holder - Brushed Nickel - 60611.04,3.00,N
,13612,,02/12/24,5216,,"Elementi Splash Plus Slide Shower 3 Function Round Brushed Nickel, 900mm Rail",1.00,N
,13612,,02/12/24,5216,,Elementi Splash Plus Column Shower 3 Function Round Brushed Nickel,1.00,N
,13612,,02/12/24,5216,,"Elementi Bath Waste Top Fix Matt White, 40mm",1.00,N
,13612,,02/12/24,5216,,Elementi Uno Back to Wall Toilet Suite White,3.00,N
,13612,,02/12/24,5216,,Elementi Uno Kitchen Mixer Gooseneck Brushed Nickel,1.00,N
,13612,,02/12/24,5216,,Elementi Uno Kitchen Mixer Pull Out Spray Brushed Nickel,1.00,N
,13612,,02/12/24,5216,,Insinkerator Waste Disposal with Air Switch Model 56,1.00,N
,13612,,02/12/24,5216,,Insinkerator Sink Flange Brushed Stainless Steel,1.00,N
,13612,,02/12/24,5216,,Insinkerator Air Switch Cover Brushed Steel,1.00,N
,13612,,02/12/24,5216,,Insinkerator Waste Disposal Plug Brushed Stainless Steel,1.00,N
,13612,,02/12/24,5216,,BI Elementi Magra Towel Rail 300mm - Brushed Nickel - 60613.04,1.00,N
,13612,,02/12/24,5216,,"Rheem MP Vitreous Enamel HWC 1710mmx490mm 3kW, 180L",1.00,N
,13612,,02/12/24,5216,,"RMC Combo Pack MP, 20mm",1.00,N
,13612,,02/12/24,5216,,Cylinder Quick Kit-Pearl White - Aqualine NZ,1.00,N
,13613,,02/12/24,5216,,"Elementi Pop Up Waste with Overflow Brushed Nickel, 32mm",3.00,N
,13613,,02/12/24,5216,,Elementi Uno Etch Basin Mixer Brushed Nickel,3.00,N
,13613,,02/12/24,5216,,"Elementi Otto Back to Wall Bath White, 1700x750mm",1.00,N
,13613,,02/12/24,5216,,BI Elementi Magra Toilet Roll Holder - Brushed Nickel - 60611.04,2.00,N
,13613,,02/12/24,5216,,"Elementi Splash Plus Slide Shower 3 Function Round Brushed Nickel, 900mm Rail",1.00,N
,13613,,02/12/24,5216,,Elementi Splash Plus Column Shower 3 Function Round Brushed Nickel,1.00,N
,13613,,02/12/24,5216,,"Elementi Bath Waste Top Fix Matt White, 40mm",1.00,N
,13613,,02/12/24,5216,,Elementi Uno Back to Wall Toilet Suite White,3.00,N
,13613,,02/12/24,5216,,Elementi Uno Kitchen Mixer Gooseneck Brushed Nickel,1.00,N
,13613,,02/12/24,5216,,Elementi Uno Kitchen Mixer Pull Out Spray Brushed Nickel,1.00,N
,13613,,02/12/24,5216,,Insinkerator Waste Disposal with Air Switch Model 56,1.00,N
,13613,,02/12/24,5216,,Insinkerator Sink Flange Brushed Stainless Steel,1.00,N
,13613,,02/12/24,5216,,Insinkerator Air Switch Cover Brushed Steel,1.00,N
,13613,,02/12/24,5216,,Insinkerator Waste Disposal Plug Brushed Stainless Steel,1.00,N
,13613,,02/12/24,5216,,BI Elementi Magra Towel Rail 300mm - Brushed Nickel - 60613.04,1.00,N
,13613,,02/12/24,5216,,"Rheem MP Vitreous Enamel HWC 1710mmx490mm 3kW, 180L",1.00,N
,13613,,02/12/24,5216,,"RMC Combo Pack MP, 20mm",1.00,N
,13613,,02/12/24,5216,,Cylinder Quick Kit-Pearl White - Aqualine NZ,1.00,N
,13614,,02/12/24,5216,,"Elementi Pop Up Waste with Overflow Brushed Nickel, 32mm",2.00,N
,13614,,02/12/24,5216,,Elementi Uno Etch Basin Mixer Brushed Nickel,2.00,N
,13614,,02/12/24,5216,,BI Elementi Magra Toilet Roll Holder - Brushed Nickel - 60611.04,2.00,N
,13614,,02/12/24,5216,,Elementi Splash Plus Column Shower 3 Function Round Brushed Nickel,1.00,N
,13614,,02/12/24,5216,,Elementi Uno Back to Wall Toilet Suite White,2.00,N
,13614,,02/12/24,5216,,Elementi Uno Kitchen Mixer Pull Out Spray Brushed Nickel,1.00,N
,13614,,02/12/24,5216,,Insinkerator Waste Disposal with Air Switch Model 56,1.00,N
,13614,,02/12/24,5216,,Insinkerator Sink Flange Brushed Stainless Steel,1.00,N
,13614,,02/12/24,5216,,Insinkerator Air Switch Cover Brushed Steel,1.00,N
,13614,,02/12/24,5216,,Insinkerator Waste Disposal Plug Brushed Stainless Steel,1.00,N
,13614,,02/12/24,5216,,BI Elementi Magra Towel Rail 300mm - Brushed Nickel - 60613.04,1.00,N
,13614,,02/12/24,5216,,"Rheem MP Vitreous Enamel HWC 1710mmx490mm 3kW, 180L",1.00,N
,13614,,02/12/24,5216,,"RMC Combo Pack MP, 20mm",1.00,N
,13614,,02/12/24,5216,,Cylinder Quick Kit-Pearl White - Aqualine NZ,1.00,N
,13614,,02/12/24,5216,,"Robinhood Supertub Series 3 Slim with Door Handle and Gooseneck Mixer White, 350mm",1.00,N
,13641,,05/12/24,5216,,"Elementi Pop Up Waste with Overflow Brushed Nickel, 32mm",2.00,N
,13641,,05/12/24,5216,,Elementi Uno Etch Basin Mixer Brushed Nickel,2.00,N
,13641,,05/12/24,5216,,BI Elementi Magra Toilet Roll Holder - Brushed Nickel - 60611.04,2.00,N
,13641,,05/12/24,5216,,Elementi Splash Plus Column Shower 3 Function Round Brushed Nickel,1.00,N
,13641,,05/12/24,5216,,Elementi Uno Back to Wall Toilet Suite White,2.00,N
,13641,,05/12/24,5216,,Elementi Uno Kitchen Mixer Pull Out Spray Brushed Nickel,1.00,N
,13641,,05/12/24,5216,,Insinkerator Waste Disposal with Air Switch Model 56,1.00,N
,13641,,05/12/24,5216,,Insinkerator Sink Flange Brushed Stainless Steel,1.00,N
,13641,,05/12/24,5216,,Insinkerator Air Switch Cover Brushed Steel,1.00,N
,13641,,05/12/24,5216,,Insinkerator Waste Disposal Plug Brushed Stainless Steel,1.00,N
,13641,,05/12/24,5216,,BI Elementi Magra Towel Rail 300mm - Brushed Nickel - 60613.04,1.00,N
,13641,,05/12/24,5216,,"Rheem MP Vitreous Enamel HWC 1710mmx490mm 3kW, 180L",1.00,N
,13641,,05/12/24,5216,,"RMC Combo Pack MP, 20mm",1.00,N
,13641,,05/12/24,5216,,Cylinder Quick Kit-Pearl White - Aqualine NZ,1.00,N
,13641,,05/12/24,5216,,"Robinhood Supertub Series 3 Slim with Door Handle and Gooseneck Mixer White, 350mm",1.00,N
,,,,,,,,
,Continental Stairs Limited,,,,,,,
,13509,,22/11/24,5040,,Stairs - quote - 139385 - Lots 16-21,6.00,Y
,13509,,22/11/24,5040,,Stairs - quote - 139384 - Lots 14-15,2.00,Y
,13729,,17/12/24,5040,,Handrail & Balustrade - Quote 141454,6.00,N
,13729,,17/12/24,5040,,Handrail & Balustrade - Quote 141453,2.00,N
,,,,,,,,
,CSR Building Products (NZ) Limited,,,,,,,
,13436,,11/11/24,4910,,"Hebel PowerPanel50, Square-Edge, Single Mesh 3000mm x 600mm x 50mm",133.00,Y
,13436,,11/11/24,4910,,51mm x 45mm x 3m x 0.70mm BMT,28.00,Y
,13436,,11/11/24,4910,,Aluminium Party Wall Bracket,"1,250.00",Y
,13436,,11/11/24,4910,,Screw 12-11 x 35mm Hex Head Type17 500/Box,1.00,Y
,13436,,11/11/24,4910,,ANCHOR BOLTS M8X65MM INCL WASHER 100/BOX,2.00,Y
,13436,,11/11/24,4910,,Hebel Adhesive 20kg/Bag,19.00,Y
,13436,,11/11/24,4910,,Hebel Patch 10kg/Bag,4.00,Y
,13436,,11/11/24,4910,,Hebel Anti-Corrosion Paint 500ml,3.00,Y
,13436,,11/11/24,4910,,SUPERCOURSE 500 DPC 90MM 30M/ROLL,3.00,Y
,13436,,11/11/24,4910,,FIRESEAL - FIRE & ACOUSTIC SEALANT/ROLL,26.00,Y
,13436,,11/11/24,4910,,PEF BACKING ROD 10MM DIA PER LINEAL METR,130.00,Y
,13436,,11/11/24,4910,,Bradford Rockwool Fibertex 350 Board 10Pce Per Pack 1200 mm x 600 mm x 30 mm,2.00,Y
,13436,,11/11/24,4910,,Bradford Rockwool Fibertex 350 Board 6 Pce Per Pack 1200 mm x 600 mm x 50 mm,5.00,Y
,13436,,11/11/24,4910,,"Hebel PowerPanel50, Square-Edge, Single Mesh 2550mm x 600mm x 50mm",99.00,Y
,13436,,11/11/24,4910,,"Hebel PowerPanel50, Square-Edge, Single Mesh 3000mm x 600mm x 50mm",40.00,Y
,13436,,11/11/24,4910,,"Hebel PowerPanel50, Square-Edge, Single Mesh 2400mm x 600mm x 50mm",33.00,Y
,13436,,11/11/24,4910,,"Hebel PowerPanel50, Square-Edge, Single Mesh 3000mm x 600mm x 50mm",63.00,Y
,13436,,11/11/24,4910,,Service - Courier Delivery,1.00,Y
,13910,,31/01/25,4910,,3000x600x50mm SQ1M0,45.00,Y
,13910,,31/01/25,4910,,"***Hebel PowerPanelXL, Square-Edge, Single Mesh 3000mm x 600mm x 75mm",15.00,Y
,13910,,31/01/25,4910,,"***Hebel PowerPanelXL, Square-Edge, Single Mesh 3000mm x 600mm x 75mm",(15.00),Y
,13980,,10/02/25,4910,,FIRESEAL - FIRE & ACOUSTIC SEALANT/ROLL,5.00,Y
,14034,,19/02/25,4910,,FIRESEAL - FIRE & ACOUSTIC SEALANT/ROLL,8.00,Y
,13910,,31/01/25,4915,,***freight,1.00,Y
,,,,,,,,
,Design Navigator Ltd,,,,,,,
,12375,,01/07/24,3120,,H1 compliance report,1.00,Y
,,,,,,,,
,Developed Consultants Limited,,,,,,,
,12034,,15/05/24,3120,,"Morgan Block 6, Lots 14-21 - SWMP Tank Specification",0.50,Y
,,,,,,,,
,Elemental Solutions Group Limited (was Tanksalot),,,,,,,
,13727,,17/12/24,5205,,650L TANKSALOT SLIMLINE TANK 600W x 1200L x 1020H COLOUR: MONUMENT SL-650-1200-1020,2.00,N
,13727,,17/12/24,5205,,2000L TANKSALOT SLIMLINE TANK 600W x 2400L x 1480H COLOUR: MONUMENT,6.00,N
,13727,,17/12/24,5205,,TANKSALOT DETENTION FITTING KIT (STANDARD),8.00,N
,13727,,17/12/24,5205,,TANKSALOT TANK BRACING KIT TAL-SBP-HDG600-KIT,8.00,N
,13727,,17/12/24,5205,,HIGH FLOW - SIDE ENTRY FILTER (INSTALLED),8.00,N
,,,,,,,,
,Fall-Pac (NZ) LTD,,,,,,,
,13545,,27/11/24,4160,,safety nets - Roof,543.25,Y
,13545,,27/11/24,4160,,safety nets - midfloor,543.25,Y
,13545,,27/11/24,4160,,***7.2.25 - Returned to site to install truss nets at above lots - Labour Charge + Travel - 2 hrs x 2 Men x $40/hr,1.00,Y
,13545,,27/11/24,4160,,***10.2.25 - Returned to site to install truss nets at above lot - Labour Charge + Travel - 3.25 hrs x 2 Men x $40/hr,1.00,Y
,,,,,,,,
,Fisher & Paykel Appliances Limited,,,,,,,
,13653,,09/12/24,5515,,"HP90IDCHX4 - Integrated Insert Rangehood, 90cm",4.00,N
,13654,,09/12/24,5515,,"HP90IDCHX4 - Integrated Insert Rangehood, 90cm",4.00,N
,,,,,,,,
,Genesis Energy LTD,,,,,,,
,12168,,04/06/24,3810,,Electricity - May,1.00,Y
,12629,,01/08/24,3810,,Electricity July,1.00,Y
,13154,,01/10/24,3810,,Electricity for September,1.00,Y
,13357,,01/11/24,3810,,Electricity - new meters,2.00,Y
,13602,,02/12/24,3810,,Electricity - November,1.00,Y
,13762,,06/01/25,3810,,Electricity - December,1.00,Y
,13928,,03/02/25,3810,,Electricity - January,1.00,Y
,13357,,01/11/24,4120,,Electricity October,1.00,Y
,,,,,,,,
,Geotechnical Engineering Limited,,,,,,,
,12883,,30/08/24,3230,,Review Foundation Drawings for Lots 14 - 21 and prepared Drawing Review Letter,1.00,Y
,13229,,11/10/24,3230,,Site visits as required (PO est $2000),1.00,N
,13229,,11/10/24,3230,,"3 x site visits on 14/10, 17/10 and 25/10/2024 @$350/visit to inspect and test stripped ground, retaining wall piles and footings = $1,050.00",3.00,Y
,13229,,11/10/24,3230,,Project management,1.00,Y
,13229,,11/10/24,3230,,"Draft retrospective SIR, review GCR and liaisons re: retaining wall design parameters",1.00,Y
,,,,,,,,
,GFC Ltd,,,,,,,
,13998,,13/02/25,4190,,35mm galv tec screws 14 guage,"1,000.00",N
,13998,,13/02/25,4190,,35mm galv tec screws 14 guage,500.00,N
,14004,,17/02/25,4190,,35mm galv tek screw 12 gauge (100 per pack),5.00,Y
,14004,,17/02/25,4190,,35mm galv tek screw 12 gauge (100 per pack),10.00,Y
,14004,,17/02/25,4190,,35mm galv tek screw 12 gauge (100 per pack),10.00,Y
,13519,,26/11/24,4910,,Sesto Winchester Red Strip Charge .27( 100 pk),7.00,Y
,13519,,26/11/24,4910,,Sesto PX Drive Pin 75mm Washered( 100 pk),8.00,Y
,13519,,26/11/24,4910,,GFC Structaa'' 6 Hex Screw Bolt M12 x 150 Galv 16mm AF C1/C2,880.00,Y
,13519,,26/11/24,4910,,Washer Galv Sq M12x50x50x3,880.00,Y
,13519,,26/11/24,4910,,Nail Flathead Galv FibreCem 50x2.8mm 5kg,8.00,Y
,13519,,26/11/24,4910,,Lumberlok Gib Handibrac-Pair with Bolts,72.00,Y
,13519,,26/11/24,4910,,Lumberlok MG Multigrip 38x38x125mm,233.00,Y
,13519,,26/11/24,4910,,Nail Fibre Cement Flathead SS316 40x2.8mm 1kg,6.00,Y
,13519,,26/11/24,4910,,Damp Course DryMate 300mm x 30m (PO Qty 5),4.00,N
